"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.178571428571429,0.363636363636364,NA,NA,NA,NA,NA,NA,0.12280701754386,0.230769230769231
"2",0.074468085106383,0.272727272727273,0.5,NA,NA,NA,NA,NA,0.303030303030303,0.282051282051282
"3",0.181818181818182,0.166666666666667,NA,NA,NA,NA,NA,NA,0.0888888888888889,0.163265306122449
"4",0.25,0.292682926829268,1,NA,NA,NA,NA,NA,0.17741935483871,0.239130434782609
"5",0.1875,0.186046511627907,NA,NA,NA,NA,NA,NA,0.116279069767442,0.233333333333333
"6",0.272727272727273,0.285714285714286,NA,NA,NA,NA,NA,NA,0.128205128205128,0.210526315789474
"7",0.0833333333333333,NA,0,NA,NA,NA,NA,NA,0.0930232558139535,0.128205128205128
"8",0.195121951219512,0.0555555555555556,NA,NA,NA,NA,NA,NA,0.142857142857143,0.177777777777778
"9",0.195121951219512,0.25,NA,NA,NA,NA,NA,NA,0.150943396226415,0.1875
"10",0.257142857142857,0.307692307692308,0.666666666666667,NA,NA,NA,NA,NA,0.142857142857143,0.236842105263158
"11",0.217391304347826,0.222222222222222,NA,NA,NA,NA,NA,NA,0.152542372881356,0.2
"12",0.217391304347826,0,NA,NA,NA,NA,NA,NA,0.125,0.25
"13",0.232558139534884,0.181818181818182,NA,NA,NA,NA,NA,NA,0.135135135135135,0.272727272727273
"14",0.121212121212121,0.142857142857143,NA,NA,NA,NA,NA,NA,0.0759493670886076,0.24390243902439
"15",0.108108108108108,0.157894736842105,NA,NA,NA,NA,NA,NA,0.0930232558139535,0.175
"16",0.272727272727273,0.285714285714286,NA,NA,NA,NA,NA,NA,0.112903225806452,0.205128205128205
"17",0.230769230769231,0.256410256410256,NA,NA,NA,NA,NA,NA,0.136363636363636,0.268292682926829
"18",0.195121951219512,0.259259259259259,NA,NA,NA,NA,NA,NA,0.170212765957447,0.238095238095238
"19",0.181818181818182,0,NA,NA,NA,NA,NA,NA,0.130434782608696,0.216216216216216
"20",0.185185185185185,0.166666666666667,NA,NA,NA,NA,NA,NA,0.117647058823529,0.2
"21",0.0909090909090909,0.0909090909090909,NA,NA,NA,NA,NA,NA,0.1,0.205128205128205
"22",0.162162162162162,0.166666666666667,NA,NA,NA,NA,NA,NA,0.107142857142857,0.195121951219512
"23",0.121212121212121,NA,NA,NA,NA,NA,NA,NA,0.0761904761904762,0.235294117647059
"24",0.222222222222222,0.2,1,NA,NA,NA,NA,NA,0.142857142857143,0.264705882352941
"25",0.179487179487179,NA,NA,NA,NA,NA,NA,NA,0.0886075949367089,0.205882352941176
"26",0.0476190476190476,0.115384615384615,NA,NA,NA,NA,NA,NA,0.0638297872340425,0.189189189189189
"27",0.15,0.5,NA,NA,NA,NA,NA,NA,0.0882352941176471,0.189189189189189
"28",0.615384615384615,0.333333333333333,1,NA,NA,NA,NA,NA,0.25,0.307692307692308
"29",0.297297297297297,0.0909090909090909,NA,NA,NA,NA,NA,NA,0.297297297297297,0.307692307692308
"30",0.210526315789474,0.25,NA,NA,NA,NA,NA,NA,0.195652173913043,0.333333333333333
