"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.820717131474104,0.852589641434263,0.956175298804781,NA,NA,NA,NA,NA,0.848605577689243,0.848605577689243
"2",0.844621513944223,0.852589641434263,0.936254980079681,NA,NA,NA,NA,NA,0.912350597609562,0.864541832669323
"3",0.868525896414343,0.920318725099602,0.956175298804781,NA,NA,NA,NA,NA,0.880478087649402,0.804780876494024
"4",0.836653386454183,0.848605577689243,0.944223107569721,NA,NA,NA,NA,NA,0.772908366533865,0.820717131474104
"5",0.697211155378486,0.864541832669323,0.944223107569721,NA,NA,NA,NA,NA,0.824701195219124,0.868525896414343
"6",0.904,0.952,0.96,NA,NA,NA,NA,NA,0.86,0.84
"7",0.876494023904382,0.964143426294821,0.964143426294821,NA,NA,NA,NA,NA,0.852589641434263,0.832669322709163
"8",0.860557768924303,0.908366533864542,0.948207171314741,NA,NA,NA,NA,NA,0.872509960159363,0.816733067729084
"9",0.904,0.892,0.952,NA,NA,NA,NA,NA,0.888,0.82
"10",0.892430278884462,0.932270916334661,0.948207171314741,NA,NA,NA,NA,NA,0.868525896414343,0.844621513944223
"11",0.864541832669323,0.856573705179283,0.948207171314741,NA,NA,NA,NA,NA,0.772908366533865,0.812749003984064
"12",0.816733067729084,0.920318725099602,0.952191235059761,NA,NA,NA,NA,NA,0.804780876494024,0.856573705179283
"13",0.76,0.88,0.94,NA,NA,NA,NA,NA,0.832,0.84
"14",0.808764940239044,0.936254980079681,0.948207171314741,NA,NA,NA,NA,NA,0.541832669322709,0.812749003984064
"15",0.864541832669323,0.936254980079681,0.960159362549801,NA,NA,NA,NA,NA,0.860557768924303,0.828685258964143
"16",0.888446215139442,0.928286852589641,0.956175298804781,NA,NA,NA,NA,NA,0.900398406374502,0.840637450199203
"17",0.864541832669323,0.852589641434263,0.940239043824701,NA,NA,NA,NA,NA,0.410358565737052,0.844621513944223
"18",0.685258964143426,0.924302788844621,0.944223107569721,NA,NA,NA,NA,NA,0.928286852589641,0.832669322709163
"19",0.812749003984064,0.920318725099602,0.948207171314741,NA,NA,NA,NA,NA,0.804780876494024,0.816733067729084
"20",0.848605577689243,0.896414342629482,0.960159362549801,NA,NA,NA,NA,NA,0.884462151394422,0.840637450199203
"21",0.84,0.892,0.952,NA,NA,NA,NA,NA,0.812,0.84
"22",0.864,0.948,0.956,NA,NA,NA,NA,NA,0.752,0.836
"23",0.792828685258964,0.952191235059761,0.952191235059761,NA,NA,NA,NA,NA,0.848605577689243,0.872509960159363
"24",0.792828685258964,0.888446215139442,0.944223107569721,NA,NA,NA,NA,NA,0.852589641434263,0.856573705179283
"25",0.832669322709163,0.956175298804781,0.956175298804781,NA,NA,NA,NA,NA,0.848605577689243,0.860557768924303
"26",0.768924302788845,0.832669322709163,0.948207171314741,NA,NA,NA,NA,NA,0.812749003984064,0.836653386454183
"27",0.900398406374502,0.952191235059761,0.956175298804781,NA,NA,NA,NA,NA,0.896414342629482,0.852589641434263
"28",0.940239043824701,0.968127490039841,0.952191235059761,NA,NA,NA,NA,NA,0.900398406374502,0.884462151394422
"29",0.832669322709163,0.729083665338645,0.932270916334661,NA,NA,NA,NA,NA,0.820717131474104,0.856573705179283
"30",0.884,0.824,0.94,NA,NA,NA,NA,NA,0.872,0.864
"31",0.864,0.848,0.944,NA,NA,NA,NA,NA,0.856,0.848
"32",0.868,0.792,0.94,NA,NA,NA,NA,NA,0.808,0.872
"33",0.824701195219124,0.856573705179283,0.944223107569721,NA,NA,NA,NA,NA,0.541832669322709,0.828685258964143
"34",0.912350597609562,0.892430278884462,0.956175298804781,NA,NA,NA,NA,NA,0.904382470119522,0.840637450199203
"35",0.920318725099602,0.936254980079681,0.960159362549801,NA,NA,NA,NA,NA,0.892430278884462,0.860557768924303
"36",0.912,0.932,0.952,NA,NA,NA,NA,NA,0.872,0.832
"37",0.820717131474104,0.924302788844621,0.940239043824701,NA,NA,NA,NA,NA,0.864541832669323,0.820717131474104
"38",0.932,0.916,0.952,NA,NA,NA,NA,NA,0.864,0.844
"39",0.904382470119522,0.912350597609562,0.948207171314741,NA,NA,NA,NA,NA,0.705179282868526,0.840637450199203
"40",0.84,0.964,0.964,NA,NA,NA,NA,NA,0.872,0.836
"41",0.876494023904382,0.864541832669323,0.960159362549801,NA,NA,NA,NA,NA,0.896414342629482,0.832669322709163
"42",0.844621513944223,0.884462151394422,0.952191235059761,NA,NA,NA,NA,NA,0.876494023904382,0.832669322709163
"43",0.816733067729084,0.808764940239044,0.940239043824701,NA,NA,NA,NA,NA,0.768924302788845,0.812749003984064
"44",0.804780876494024,0.784860557768924,0.940239043824701,NA,NA,NA,NA,NA,0.828685258964143,0.868525896414343
"45",0.784860557768924,0.904382470119522,0.952191235059761,NA,NA,NA,NA,NA,0.525896414342629,0.824701195219124
"46",0.836653386454183,0.956175298804781,0.956175298804781,NA,NA,NA,NA,NA,0.844621513944223,0.860557768924303
"47",0.824701195219124,0.952191235059761,0.960159362549801,NA,NA,NA,NA,NA,0.868525896414343,0.836653386454183
"48",0.880478087649402,0.936254980079681,0.960159362549801,NA,NA,NA,NA,NA,0.896414342629482,0.844621513944223
"49",0.768924302788845,0.872509960159363,0.944223107569721,NA,NA,NA,NA,NA,0.768924302788845,0.856573705179283
"50",0.657370517928287,0.836653386454183,0.940239043824701,NA,NA,NA,NA,NA,0.828685258964143,0.792828685258964
