"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.92814371257485,NA,NA,NA,NA,NA,NA,0.902195608782435
"2",0.856287425149701,NA,NA,NA,NA,NA,NA,0.864271457085828
"3",0.910179640718563,NA,NA,NA,NA,NA,NA,0.914171656686627
"4",0.920159680638723,NA,NA,NA,NA,NA,NA,0.870259481037924
"5",0.912175648702595,NA,NA,NA,NA,NA,NA,0.898203592814371
"6",0.946107784431138,NA,NA,NA,NA,NA,NA,0.890219560878243
"7",0.94810379241517,NA,NA,NA,NA,NA,NA,0.874251497005988
"8",0.912175648702595,NA,NA,NA,NA,NA,NA,0.894211576846307
"9",0.790419161676647,NA,NA,NA,NA,NA,NA,0.884231536926148
"10",0.916,NA,NA,NA,NA,NA,NA,0.906
"11",0.920159680638723,NA,NA,NA,NA,NA,NA,0.880239520958084
"12",0.920159680638723,NA,NA,NA,NA,NA,NA,0.896207584830339
"13",0.894211576846307,NA,NA,NA,NA,NA,NA,0.906187624750499
"14",0.812375249500998,NA,NA,NA,NA,NA,NA,0.918163672654691
"15",0.910179640718563,NA,NA,NA,NA,NA,NA,0.888223552894212
"16",0.958083832335329,NA,NA,NA,NA,NA,NA,0.896207584830339
"17",0.87624750499002,NA,NA,NA,NA,NA,NA,0.902195608782435
"18",0.870259481037924,NA,NA,NA,NA,NA,NA,0.872255489021956
"19",0.920159680638723,NA,NA,NA,NA,NA,NA,0.902195608782435
"20",0.87624750499002,NA,NA,NA,NA,NA,NA,0.884231536926148
"21",0.928,NA,NA,NA,NA,NA,NA,0.89
"22",0.916167664670659,NA,NA,NA,NA,NA,NA,0.908183632734531
"23",0.946107784431138,NA,NA,NA,NA,NA,NA,0.896207584830339
"24",0.946107784431138,NA,NA,NA,NA,NA,NA,0.902195608782435
"25",0.914171656686627,NA,NA,NA,NA,NA,NA,0.884231536926148
"26",0.94,NA,NA,NA,NA,NA,NA,0.89
"27",0.902195608782435,NA,NA,NA,NA,NA,NA,0.874251497005988
"28",0.890219560878243,NA,NA,NA,NA,NA,NA,0.906187624750499
"29",0.812,NA,NA,NA,NA,NA,NA,0.894
"30",0.9,NA,NA,NA,NA,NA,NA,0.904
"31",0.888,NA,NA,NA,NA,NA,NA,0.904
"32",0.966067864271457,NA,NA,NA,NA,NA,NA,0.926147704590818
"33",0.874,NA,NA,NA,NA,NA,NA,0.9
"34",0.91,NA,NA,NA,NA,NA,NA,0.922
"35",0.838323353293413,NA,NA,NA,NA,NA,NA,0.868263473053892
"36",0.944111776447106,NA,NA,NA,NA,NA,NA,0.900199600798403
"37",0.894211576846307,NA,NA,NA,NA,NA,NA,0.888223552894212
"38",0.932135728542914,NA,NA,NA,NA,NA,NA,0.908183632734531
"39",0.922,NA,NA,NA,NA,NA,NA,0.894
"40",0.902,NA,NA,NA,NA,NA,NA,0.884
"41",0.85,NA,NA,NA,NA,NA,NA,0.898
"42",0.922155688622755,NA,NA,NA,NA,NA,NA,0.88622754491018
"43",0.88622754491018,NA,NA,NA,NA,NA,NA,0.88622754491018
"44",0.942115768463074,NA,NA,NA,NA,NA,NA,0.874251497005988
"45",0.894211576846307,NA,NA,NA,NA,NA,NA,0.888223552894212
"46",0.864271457085828,NA,NA,NA,NA,NA,NA,0.882235528942116
