"","V1","V2","V3","V4","V5","V6","V7"
"1",0.8464,NA,NA,NA,NA,NA,NA
"2",0.898133333333333,NA,NA,NA,NA,NA,NA
"3",0.735466666666667,NA,NA,NA,NA,NA,NA
"4",0.856,NA,NA,NA,NA,NA,NA
"5",0.868266666666667,NA,NA,NA,NA,NA,NA
"6",0.831466666666667,NA,NA,NA,NA,NA,NA
"7",0.8624,NA,NA,NA,NA,NA,NA
"8",0.7952,NA,NA,NA,NA,NA,NA
"9",0.850666666666667,NA,NA,NA,NA,NA,NA
"10",0.873066666666667,NA,NA,NA,NA,NA,NA
"11",0.737066666666667,NA,NA,NA,NA,NA,NA
"12",0.779733333333333,NA,NA,NA,NA,NA,NA
"13",0.8432,NA,NA,NA,NA,NA,NA
"14",0.7888,NA,NA,NA,NA,NA,NA
"15",0.885866666666667,NA,NA,NA,NA,NA,NA
"16",0.803733333333333,NA,NA,NA,NA,NA,NA
"17",0.877866666666667,NA,NA,NA,NA,NA,NA
"18",0.845333333333333,NA,NA,NA,NA,NA,NA
"19",0.715733333333333,NA,NA,NA,NA,NA,NA
"20",0.765333333333333,NA,NA,NA,NA,NA,NA
"21",0.862933333333333,NA,NA,NA,NA,NA,NA
"22",0.8704,NA,NA,NA,NA,NA,NA
"23",0.909866666666667,NA,NA,NA,NA,NA,NA
"24",0.864533333333333,NA,NA,NA,NA,NA,NA
"25",0.788266666666667,NA,NA,NA,NA,NA,NA
"26",0.754133333333333,NA,NA,NA,NA,NA,NA
"27",0.896533333333333,NA,NA,NA,NA,NA,NA
"28",0.813333333333333,NA,NA,NA,NA,NA,NA
"29",0.841066666666667,NA,NA,NA,NA,NA,NA
"30",0.8096,NA,NA,NA,NA,NA,NA
"31",0.844266666666667,NA,NA,NA,NA,NA,NA
"32",0.8848,NA,NA,NA,NA,NA,NA
"33",0.837866666666667,NA,NA,NA,NA,NA,NA
"34",0.862933333333333,NA,NA,NA,NA,NA,NA
"35",0.891733333333333,NA,NA,NA,NA,NA,NA
"36",0.776,NA,NA,NA,NA,NA,NA
"37",0.914133333333333,NA,NA,NA,NA,NA,NA
"38",0.869333333333333,NA,NA,NA,NA,NA,NA
"39",0.832533333333333,NA,NA,NA,NA,NA,NA
"40",0.8176,NA,NA,NA,NA,NA,NA
"41",0.896533333333333,NA,NA,NA,NA,NA,NA
"42",0.8016,NA,NA,NA,NA,NA,NA
"43",0.888,NA,NA,NA,NA,NA,NA
"44",0.9328,NA,NA,NA,NA,NA,NA
"45",0.837866666666667,NA,NA,NA,NA,NA,NA
"46",0.8272,NA,NA,NA,NA,NA,NA
"47",0.8944,NA,NA,NA,NA,NA,NA
"48",0.789866666666667,NA,NA,NA,NA,NA,NA
"49",0.8832,NA,NA,NA,NA,NA,NA
"50",0.743466666666667,NA,NA,NA,NA,NA,NA
"51",0.866133333333333,NA,NA,NA,NA,NA,NA
"52",0.904,NA,NA,NA,NA,NA,NA
"53",0.859733333333333,NA,NA,NA,NA,NA,NA
"54",0.762133333333333,NA,NA,NA,NA,NA,NA
"55",0.855466666666667,NA,NA,NA,NA,NA,NA
"56",0.8864,NA,NA,NA,NA,NA,NA
"57",0.8032,NA,NA,NA,NA,NA,NA
"58",0.816,NA,NA,NA,NA,NA,NA
"59",0.788266666666667,NA,NA,NA,NA,NA,NA
"60",0.7584,NA,NA,NA,NA,NA,NA
"61",0.8112,NA,NA,NA,NA,NA,NA
"62",0.831466666666667,NA,NA,NA,NA,NA,NA
"63",0.905066666666667,NA,NA,NA,NA,NA,NA
"64",0.789866666666667,NA,NA,NA,NA,NA,NA
"65",0.909866666666667,NA,NA,NA,NA,NA,NA
"66",0.8592,NA,NA,NA,NA,NA,NA
"67",0.869866666666667,NA,NA,NA,NA,NA,NA
"68",0.848533333333333,NA,NA,NA,NA,NA,NA
"69",0.832,NA,NA,NA,NA,NA,NA
"70",0.8656,NA,NA,NA,NA,NA,NA
"71",0.825066666666667,NA,NA,NA,NA,NA,NA
"72",0.8336,NA,NA,NA,NA,NA,NA
"73",0.855466666666667,NA,NA,NA,NA,NA,NA
"74",0.7024,NA,NA,NA,NA,NA,NA
"75",0.797333333333333,NA,NA,NA,NA,NA,NA
"76",0.802133333333333,NA,NA,NA,NA,NA,NA
"77",0.830933333333333,NA,NA,NA,NA,NA,NA
"78",0.842133333333333,NA,NA,NA,NA,NA,NA
"79",0.8608,NA,NA,NA,NA,NA,NA
"80",0.773866666666667,NA,NA,NA,NA,NA,NA
"81",0.8752,NA,NA,NA,NA,NA,NA
"82",0.8224,NA,NA,NA,NA,NA,NA
"83",0.872533333333333,NA,NA,NA,NA,NA,NA
"84",0.768533333333333,NA,NA,NA,NA,NA,NA
"85",0.847466666666667,NA,NA,NA,NA,NA,NA
"86",0.808,NA,NA,NA,NA,NA,NA
"87",0.839466666666667,NA,NA,NA,NA,NA,NA
"88",0.842666666666667,NA,NA,NA,NA,NA,NA
"89",0.872533333333333,NA,NA,NA,NA,NA,NA
"90",0.845866666666667,NA,NA,NA,NA,NA,NA
"91",0.786666666666667,NA,NA,NA,NA,NA,NA
"92",0.857066666666667,NA,NA,NA,NA,NA,NA
"93",0.803733333333333,NA,NA,NA,NA,NA,NA
"94",0.794133333333333,NA,NA,NA,NA,NA,NA
"95",0.890133333333333,NA,NA,NA,NA,NA,NA
"96",0.853333333333333,NA,NA,NA,NA,NA,NA
"97",0.869866666666667,NA,NA,NA,NA,NA,NA
"98",0.7488,NA,NA,NA,NA,NA,NA
"99",0.817066666666667,NA,NA,NA,NA,NA,NA
"100",0.912,NA,NA,NA,NA,NA,NA
