"","V1","V2","V3","V4","V5","V6","V7"
"1",0.856473389351162,NA,NA,NA,NA,NA,NA
"2",0.882259724923575,NA,NA,NA,NA,NA,NA
"3",0.85759353231392,NA,NA,NA,NA,NA,NA
"4",0.8938307073117,NA,NA,NA,NA,NA,NA
"5",0.833434660506349,NA,NA,NA,NA,NA,NA
"6",0.880928802773275,NA,NA,NA,NA,NA,NA
"7",0.897165908105444,NA,NA,NA,NA,NA,NA
"8",0.86150256335467,NA,NA,NA,NA,NA,NA
"9",0.922315925627801,NA,NA,NA,NA,NA,NA
"10",0.835735205273377,NA,NA,NA,NA,NA,NA
"11",0.829414786996765,NA,NA,NA,NA,NA,NA
"12",0.883025103455917,NA,NA,NA,NA,NA,NA
"13",0.854852813841853,NA,NA,NA,NA,NA,NA
"14",0.858028748547118,NA,NA,NA,NA,NA,NA
"15",0.841839256232051,NA,NA,NA,NA,NA,NA
"16",0.866112643431044,NA,NA,NA,NA,NA,NA
"17",0.87224869032735,NA,NA,NA,NA,NA,NA
"18",0.919420107096497,NA,NA,NA,NA,NA,NA
"19",0.846010244224816,NA,NA,NA,NA,NA,NA
"20",0.845169279559492,NA,NA,NA,NA,NA,NA
"21",0.864797985402114,NA,NA,NA,NA,NA,NA
"22",0.798932621272491,NA,NA,NA,NA,NA,NA
"23",0.853166650387445,NA,NA,NA,NA,NA,NA
"24",0.929802846485928,NA,NA,NA,NA,NA,NA
"25",0.88784383011128,NA,NA,NA,NA,NA,NA
"26",0.868408506023135,NA,NA,NA,NA,NA,NA
"27",0.846892358370689,NA,NA,NA,NA,NA,NA
"28",0.901849950564579,NA,NA,NA,NA,NA,NA
"29",0.917096868747608,NA,NA,NA,NA,NA,NA
"30",0.899777750336159,NA,NA,NA,NA,NA,NA
"31",0.887683627325762,NA,NA,NA,NA,NA,NA
"32",0.841332276808634,NA,NA,NA,NA,NA,NA
"33",0.884312664666117,NA,NA,NA,NA,NA,NA
"34",0.8974432820209,NA,NA,NA,NA,NA,NA
"35",0.68963114134377,NA,NA,NA,NA,NA,NA
"36",0.88090862182181,NA,NA,NA,NA,NA,NA
"37",0.855164701485431,NA,NA,NA,NA,NA,NA
"38",0.867998975933856,NA,NA,NA,NA,NA,NA
"39",0.912432645916033,NA,NA,NA,NA,NA,NA
"40",0.873552135440887,NA,NA,NA,NA,NA,NA
"41",0.914748295677256,NA,NA,NA,NA,NA,NA
"42",0.864962426929633,NA,NA,NA,NA,NA,NA
"43",0.910384534139283,NA,NA,NA,NA,NA,NA
"44",0.863851839148358,NA,NA,NA,NA,NA,NA
"45",0.884312664666117,NA,NA,NA,NA,NA,NA
"46",0.846703411276149,NA,NA,NA,NA,NA,NA
"47",0.845884152824723,NA,NA,NA,NA,NA,NA
"48",0.858608693695148,NA,NA,NA,NA,NA,NA
"49",0.907920701383111,NA,NA,NA,NA,NA,NA
"50",0.86224513142532,NA,NA,NA,NA,NA,NA
"51",0.899105728549825,NA,NA,NA,NA,NA,NA
"52",0.850411665018772,NA,NA,NA,NA,NA,NA
"53",0.895777750213622,NA,NA,NA,NA,NA,NA
"54",0.873002481859779,NA,NA,NA,NA,NA,NA
"55",0.861048456501981,NA,NA,NA,NA,NA,NA
"56",0.842092631484209,NA,NA,NA,NA,NA,NA
"57",0.865825232557549,NA,NA,NA,NA,NA,NA
"58",0.872696969170857,NA,NA,NA,NA,NA,NA
"59",0.857738628928158,NA,NA,NA,NA,NA,NA
"60",0.87086164228309,NA,NA,NA,NA,NA,NA
"61",0.900666419935816,NA,NA,NA,NA,NA,NA
"62",0.911847940539796,NA,NA,NA,NA,NA,NA
"63",0.919091338708449,NA,NA,NA,NA,NA,NA
"64",0.858608693695148,NA,NA,NA,NA,NA,NA
"65",0.888004003994977,NA,NA,NA,NA,NA,NA
"66",0.895499860413166,NA,NA,NA,NA,NA,NA
"67",0.868265192463941,NA,NA,NA,NA,NA,NA
"68",0.823909380130283,NA,NA,NA,NA,NA,NA
"69",0.849156444164835,NA,NA,NA,NA,NA,NA
"70",0.866133169129705,NA,NA,NA,NA,NA,NA
"71",0.845610890290432,NA,NA,NA,NA,NA,NA
"72",0.913016976841066,NA,NA,NA,NA,NA,NA
"73",0.861048456501981,NA,NA,NA,NA,NA,NA
"74",0.838093073590279,NA,NA,NA,NA,NA,NA
"75",0.862657393046497,NA,NA,NA,NA,NA,NA
"76",0.766962261855895,NA,NA,NA,NA,NA,NA
"77",0.911555447207318,NA,NA,NA,NA,NA,NA
"78",0.886561397259722,NA,NA,NA,NA,NA,NA
"79",0.896333271352421,NA,NA,NA,NA,NA,NA
"80",0.879696917504357,NA,NA,NA,NA,NA,NA
"81",0.903799387769948,NA,NA,NA,NA,NA,NA
"82",0.876112625941056,NA,NA,NA,NA,NA,NA
"83",0.902421433945606,NA,NA,NA,NA,NA,NA
"84",0.876660329508147,NA,NA,NA,NA,NA,NA
"85",0.889364317301346,NA,NA,NA,NA,NA,NA
"86",0.898888202169769,NA,NA,NA,NA,NA,NA
"87",0.885156608867732,NA,NA,NA,NA,NA,NA
"88",0.854582419144644,NA,NA,NA,NA,NA,NA
"89",0.869595052628265,NA,NA,NA,NA,NA,NA
"90",0.856203506442507,NA,NA,NA,NA,NA,NA
"91",0.886942313043338,NA,NA,NA,NA,NA,NA
"92",0.894387437796892,NA,NA,NA,NA,NA,NA
"93",0.866112643431044,NA,NA,NA,NA,NA,NA
"94",0.860924567608052,NA,NA,NA,NA,NA,NA
"95",0.911477433133213,NA,NA,NA,NA,NA,NA
"96",0.892437361636347,NA,NA,NA,NA,NA,NA
"97",0.868265192463941,NA,NA,NA,NA,NA,NA
"98",0.805580536011143,NA,NA,NA,NA,NA,NA
"99",0.873267173066499,NA,NA,NA,NA,NA,NA
"100",0.854166260162505,NA,NA,NA,NA,NA,NA
