"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.222222222222222,0,0.333333333333333,0.111111111111111,0.111111111111111,0,0,0.666666666666667
"2",0.454545454545455,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0.636363636363636
"3",0.666666666666667,0,0.333333333333333,0.333333333333333,0.222222222222222,0.333333333333333,0.444444444444444,0.777777777777778
"4",0.75,0.25,0.75,0,0.333333333333333,0.583333333333333,0.0833333333333333,0.833333333333333
"5",0.8,0,0.6,0.1,0.3,0.1,0.1,0.9
"6",0.333333333333333,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,1
"7",0.25,0.125,0.25,0,0.25,0.125,0,0.5
"8",0.333333333333333,0,0.222222222222222,0.111111111111111,0.222222222222222,0.222222222222222,0.333333333333333,0.666666666666667
"9",0.4,0,0.4,0,0.2,0.2,0.2,0.9
"10",0.375,0,0.25,0,0.125,0.125,0.125,0.875
"11",0.888888888888889,0,0.111111111111111,0,0.333333333333333,0.333333333333333,0.222222222222222,1
"12",0.8,0,0.6,0,0.6,0.6,0.8,1
"13",0.583333333333333,0,0.416666666666667,0,0.416666666666667,0.25,0.25,0.75
"14",0.6,0,0.4,0.2,0.2,0.2,0.3,0.8
"15",0.555555555555556,0,0.111111111111111,0.111111111111111,0.333333333333333,0.222222222222222,0.222222222222222,0.666666666666667
"16",0.875,0,0.375,0.25,0.25,0.5,0.5,0.875
"17",0.545454545454545,0.0909090909090909,0.454545454545455,0,0.363636363636364,0.0909090909090909,0.0909090909090909,0.818181818181818
"18",0.7,0.1,0.5,0,0.4,0.4,0.6,0.9
"19",0.625,0,0.375,0,0.375,0.125,0.375,0.75
"20",0.222222222222222,0,0.222222222222222,0,0.111111111111111,0.111111111111111,0.222222222222222,0.777777777777778
"21",0.5,0,0.2,0.3,0.3,0.1,0.1,0.7
"22",0.5,0.25,0.5,0.125,0.5,0.375,0.375,1
"23",0.777777777777778,0,0.444444444444444,0.111111111111111,0,0.222222222222222,0.333333333333333,0.888888888888889
"24",0.272727272727273,0,0.363636363636364,0,0,0,0,0.636363636363636
