"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.268292682926829,NA,0.45,1,0.434782608695652,0.421052631578947,0.384615384615385,0.270833333333333
"2",0.371428571428571,1,0.526315789473684,0.181818181818182,0.478260869565217,0.32,0.529411764705882,0.306122448979592
"3",0.32258064516129,1,0.153846153846154,NA,0.384615384615385,0.4,0.333333333333333,0.432432432432432
"4",0.352941176470588,0.75,0.6,0.0447761194029851,0.727272727272727,0.615384615384615,0.421052631578947,0.380952380952381
"5",0.357142857142857,NA,0.476190476190476,0.0677966101694915,0.6,0.391304347826087,0.310344827586207,0.340425531914894
"6",0.346153846153846,NA,0.5,0.0606060606060606,0.4375,0.6,0.466666666666667,0.30952380952381
"7",0.4,0,0.625,0.0757575757575758,0.583333333333333,0.428571428571429,0.538461538461538,0.351351351351351
"8",0.205128205128205,NA,0.4375,0.12,0.533333333333333,0.5,0.5,0.244444444444444
"9",0.41304347826087,NA,0.481481481481481,0.666666666666667,0.541666666666667,0.523809523809524,0.5,0.377777777777778
"10",0.454545454545455,1,0.571428571428571,0.3,0.578947368421053,0.625,0.454545454545455,0.388888888888889
"11",0.75,NA,0.681818181818182,0.333333333333333,0.666666666666667,0.714285714285714,0.692307692307692,0.425
"12",0.461538461538462,1,0.6,NA,0.529411764705882,0.4,0.5,0.318181818181818
"13",0.325581395348837,0.5,0.481481481481481,0.206896551724138,0.44,0.523809523809524,0.55,0.444444444444444
"14",0.315789473684211,1,0.423076923076923,1,0.4,0.368421052631579,0.368421052631579,0.319148936170213
"15",0.294117647058824,NA,0.5,0.03125,0.5,0.5,0.3125,0.3
"16",0.26530612244898,1,0.458333333333333,0.0526315789473684,0.5625,0.5,0.529411764705882,0.340909090909091
"17",0.523809523809524,0.461538461538462,0.416666666666667,NA,0.6,0.384615384615385,0.392857142857143,0.320754716981132
"18",0.333333333333333,NA,0.631578947368421,0.0634920634920635,0.518518518518518,0.625,0.5,0.435897435897436
"19",0.387096774193548,1,0.44,0.0851063829787234,0.526315789473684,0.666666666666667,0.476190476190476,0.416666666666667
"20",0.363636363636364,NA,0.409090909090909,0.0740740740740741,0.5,0.333333333333333,0.473684210526316,0.418604651162791
"21",0.555555555555556,0.9,0.6875,0.0714285714285714,0.8,0.407407407407407,0.428571428571429,0.380952380952381
"22",0.424242424242424,NA,0.75,0.181818181818182,0.571428571428571,0.714285714285714,0.555555555555556,0.425
"23",0.317073170731707,NA,0.541666666666667,0,0.521739130434783,0.5,0.424242424242424,0.325581395348837
"24",0.333333333333333,NA,0.423076923076923,0.0192307692307692,0.3,0.260869565217391,0.25,0.28
"25",0.361111111111111,1,0.5,0.0588235294117647,0.5,0.615384615384615,0.642857142857143,0.375
"26",0.317073170731707,NA,0.363636363636364,0.136363636363636,0.333333333333333,0.347826086956522,0.409090909090909,0.325581395348837
"27",0.285714285714286,0.8,0.444444444444444,0.5,0.291666666666667,0.285714285714286,0.296296296296296,0.347826086956522
"28",0.583333333333333,0.888888888888889,0.818181818181818,0.75,0.833333333333333,0.214285714285714,0.5,0.411764705882353
"29",0.355932203389831,NA,0.512820512820513,0.0736842105263158,0.588235294117647,0.476190476190476,0.48780487804878,0.512820512820513
"30",0.485714285714286,NA,0.578947368421053,0.0169491525423729,0.7,0.5,0.529411764705882,0.357142857142857
"31",0.478260869565217,1,0.523809523809524,0.0645161290322581,0.555555555555556,0.529411764705882,0.555555555555556,0.386363636363636
"32",0.297297297297297,0.444444444444444,0.375,0.102040816326531,0.416666666666667,0.32258064516129,0.333333333333333,0.432432432432432
"33",0.179487179487179,NA,0.318181818181818,0,0.260869565217391,0.35,0.35,0.326086956521739
"34",0.391304347826087,1,0.444444444444444,0.0283018867924528,0.642857142857143,0.444444444444444,0.35,0.358974358974359
"35",0.378378378378378,NA,0.647058823529412,0.0350877192982456,0.5625,0.611111111111111,0.636363636363636,0.317073170731707
"36",0.518518518518518,1,0.590909090909091,0.0925925925925926,0.722222222222222,0.608695652173913,0.523809523809524,0.333333333333333
"37",0.326086956521739,NA,0.590909090909091,0.0769230769230769,0.6,0.666666666666667,0.565217391304348,0.422222222222222
"38",0.340909090909091,0.857142857142857,0.481481481481481,0.0461538461538462,0.647058823529412,0.5,0.5,0.355555555555556
"39",0.37037037037037,0.714285714285714,0.6,0.0350877192982456,0.529411764705882,0.391304347826087,0.5,0.3125
"40",0.294117647058824,0.571428571428571,0.304347826086957,0,0.466666666666667,0.125,0.166666666666667,0.272727272727273
"41",0.333333333333333,NA,0.5,NA,0.25,0.6,0.666666666666667,0.342105263157895
"42",0.380952380952381,0.833333333333333,0.375,0,0.529411764705882,0.523809523809524,0.5,0.340425531914894
"43",0.304347826086957,NA,0.4,0.222222222222222,0.466666666666667,0.466666666666667,0.352941176470588,0.325581395348837
"44",0.369565217391304,1,0.4,0.5,0.5,0.448275862068966,0.5,0.391304347826087
"45",0.307692307692308,NA,0.454545454545455,0.117647058823529,0.533333333333333,0.434782608695652,0.421052631578947,0.326086956521739
"46",0.379310344827586,NA,0.4,0.333333333333333,0.434782608695652,0.380952380952381,0.391304347826087,0.358974358974359
"47",0.395348837209302,NA,0.555555555555556,0.0740740740740741,0.611111111111111,0.666666666666667,0.6875,0.375
"48",0.307692307692308,0.2,0.2,0.117647058823529,0.2,0.3,0.2,0.275
"49",0.380952380952381,NA,0.5,NA,0.461538461538462,0.45,0.5,0.354166666666667
"50",0.274509803921569,0,0.684210526315789,0.142857142857143,0.625,0.75,0.5,0.378378378378378
"51",0.307692307692308,NA,0.625,0,0.555555555555556,0.857142857142857,0.666666666666667,0.25531914893617
"52",0.372093023255814,0,0.48,0.153846153846154,0.45,0.4,0.538461538461538,0.375
"53",0.346153846153846,NA,0.4,0.0555555555555556,0.5,0.454545454545455,0.384615384615385,0.35
"54",0.311111111111111,NA,0.5,0.0689655172413793,0.458333333333333,0.448275862068966,0.384615384615385,0.333333333333333
"55",0.392857142857143,0.666666666666667,0.45,0.0394736842105263,0.45,0.555555555555556,0.409090909090909,0.314814814814815
"56",0.37037037037037,NA,0.533333333333333,0.0427350427350427,0.545454545454545,0.4,0.428571428571429,0.351351351351351
"57",0.296296296296296,0.857142857142857,0.407407407407407,0.0560747663551402,0.315789473684211,0.481481481481481,0.366666666666667,0.339622641509434
"58",0.34375,1,0.454545454545455,0.461538461538462,0.321428571428571,0.470588235294118,0.473684210526316,0.368421052631579
"59",0.288888888888889,NA,0.375,0.0666666666666667,0.375,0.476190476190476,0.368421052631579,0.459459459459459
"60",0.391304347826087,0.857142857142857,0.380952380952381,0.0537634408602151,0.387096774193548,0.434782608695652,0.233333333333333,0.382978723404255
"61",0.291666666666667,1,0.428571428571429,NA,0.615384615384615,0.466666666666667,0.285714285714286,0.32
"62",0.189189189189189,NA,0.428571428571429,0.0701754385964912,0.454545454545455,0.454545454545455,0.5,0.295454545454545
"63",0.327586206896552,0.6,0.590909090909091,0.0689655172413793,0.555555555555556,0.476190476190476,0.6,0.408163265306122
"64",0.375,1,0.5,0.04,0.5,0.5,0.428571428571429,0.394736842105263
"65",0.283018867924528,NA,0.5,0.16,0.517241379310345,0.48,0.5,0.375
"66",0.315789473684211,NA,0.4,0,0.375,0,0.5,0.533333333333333
"67",0.317073170731707,NA,0.387096774193548,0.0416666666666667,0.423076923076923,0.333333333333333,0.428571428571429,0.288461538461538
"68",0.368421052631579,NA,0.391304347826087,NA,0.470588235294118,0.368421052631579,0.5,0.333333333333333
"69",0.325,NA,0.473684210526316,0.12,0.304347826086957,0.375,0.380952380952381,0.288888888888889
"70",0.275,0.75,0.285714285714286,0.0714285714285714,0.315789473684211,0.235294117647059,0.25,0.314285714285714
"71",0.4375,NA,0.571428571428571,0.2,0.636363636363636,0.235294117647059,0.214285714285714,0.27027027027027
"72",0.37037037037037,NA,0.5625,0.0454545454545455,0.466666666666667,0.5,0.571428571428571,0.302325581395349
"73",0.5,NA,0.625,0.333333333333333,0.444444444444444,0.444444444444444,0.470588235294118,0.326530612244898
